markers/latitude,markers/longitude,markers/mcnt,markers/nb,markers/type,markers/tema,markers/kung,markers/irm1
37.4710503,126.6299213,,N,sjj,,korea/sjj/icjg,사적 287호 인천 답동성당
35.5388362,126.6556916,,N,sjj,,korea/sjj/jbba,사적 69호 부안 유천리 요지
35.6030784,126.6240273,,N,sjj,,korea/sjj/jbba,사적 70호 부안 진서리 요지
35.7081215,126.6543845,,N,sjj,,korea/sjj/jbba,사적 103호 부안 구암리 지석묘군
35.7199757,126.8067993,,N,sjj,,korea/sjj/jbba,사적 409호 부안 백산성
35.6348247,126.4603755,,N,sjj,,korea/sjj/jbba,사적 541호 부안 죽막동 유적
35.4307286,126.7048007,,N,sjj,,korea/sjj/jbgc,사적 145호 고창읍성
35.5138716,126.6090596,,N,sjj,,korea/sjj/jbgc,사적 250호 고창 분청사기 요지
35.4802894,126.6376206,,N,sjj,,korea/sjj/jbgc,사적 345호 고창 용계리 청자 요지
35.4183397,126.5575177,,N,sjj,,korea/sjj/jbgc,사적 346호 고창 무장현 관아와 읍성
35.4487221,126.6499232,,N,sjj,,korea/sjj/jbgc,사적 391호 고창 죽림리 지석묘군
35.4355829,126.6433704,,N,sjj,,korea/sjj/jbgc,사적 531호 고창 봉덕리 고분군
35.9910926,126.7112874,,N,sjj,,korea/sjj/jbgs,사적 545호 구 군산세관 본관
35.980098,127.0330882,,N,sjj,,korea/sjj/jbis,사적 87호 익산 쌍릉
35.9917513,127.0401718,,N,sjj,,korea/sjj/jbis,사적 92호 익산 토성
36.0115644,127.0304435,,N,sjj,,korea/sjj/jbis,사적 150호 익산 미륵사지
36.1382191,126.9994238,,N,sjj,,korea/sjj/jbis,사적 318호 익산 나바위성당
36.0457835,126.8697992,,N,sjj,,korea/sjj/jbis,사적 347호 익산 입점리 고분
35.9730451,127.0701706,,N,sjj,,korea/sjj/jbis,사적 405호 익산 제석사지
36.0115644,127.0304435,,N,sjj,,korea/sjj/jbis,사적 408호 익산 왕궁리 유적
35.6018361,126.9838556,,N,sjj,,korea/sjj/jbje,사적 166호 정읍 무성서원
35.670945,126.8145395,,N,sjj,,korea/sjj/jbje,사적 293호 정읍 전봉준 유적
35.6331658,126.8283147,,N,sjj,,korea/sjj/jbje,사적 295호 정읍 황토현 전적
35.6271625,126.7682644,,N,sjj,,korea/sjj/jbje,사적 494호 정읍 고사부리성
35.6410995,126.7958812,,N,sjj,,korea/sjj/jbje,사적 543호 정읍 은선리와 도계리 고분군
35.8132916,127.1492499,,N,sjj,,korea/sjj/jbjj,사적 288호 전주 전동성당
35.7999845,127.1576389,,N,sjj,,korea/sjj/jbjj,사적 294호 전주 남고산성
35.8150654,127.1498258,,N,sjj,,korea/sjj/jbjj,사적 339호 전주 경기전
35.8127047,127.157222,,N,sjj,,korea/sjj/jbjj,사적 379호 전주향교
35.7544656,126.8533913,,N,sjj,,korea/sjj/jbkj,사적 111호 김제 벽골제
35.8007009,126.8819722,,N,sjj,,korea/sjj/jbkj,사적 482호 김제군 관아와 향교
35.7227697,127.0532271,,N,sjj,,korea/sjj/jbkj,사적 496호 김제 금산사 일원
35.9464677,127.6899392,,N,sjj,,korea/sjj/jbmj,사적 146호 무주 적상산성
35.4202832,127.3773696,,N,sjj,,korea/sjj/jbnu,사적 102호 만인의총
35.4581127,127.5615261,,N,sjj,,korea/sjj/jbnu,사적 104호 남원 황산대첩비지
35.4183112,127.3774341,,N,sjj,,korea/sjj/jbnu,사적 272호 남원 만인의총
35.413757,127.3770159,,N,sjj,,korea/sjj/jbnu,사적 298호 남원읍성
35.4039102,127.379822,,N,sjj,,korea/sjj/jbnu,사적 303호 광한루원
35.4165671,127.6354284,,N,sjj,,korea/sjj/jbnu,사적 309호 남원 실상사
35.4068938,127.3677311,,N,sjj,,korea/sjj/jbnu,사적 349호 남원 만복사지
35.5080508,127.6209676,,N,sjj,,korea/sjj/jbnu,사적 542호 남원 유곡리와 두락리 고분군
35.9051399,127.2518778,,N,sjj,,korea/sjj/jboj,사적 471호 완주 위봉산성
33.5042424,126.5291981,,N,sjj,,korea/sjj/jjjj,사적 134호 제주 삼성혈
33.5136054,126.5220304,,N,sjj,,korea/sjj/jjjj,사적 380호 제주목 관아
33.4523329,126.4077937,,N,sjj,,korea/sjj/jjjj,사적 396호 제주 항파두리 항몽 유적
33.304985,126.16671,,N,sjj,,korea/sjj/jjjj,사적 412호 제주 고산리 유적
33.5231052,126.5878286,,N,sjj,,korea/sjj/jjjj,사적 416호 제주 삼양동 유적
33.5033337,126.5100025,,N,sjj,,korea/sjj/jjjj,사적 522호 제주 용담동 유적
33.250296,126.2783586,,N,sjj,,korea/sjj/jjsgp,사적 487호 서귀포 김정희 유배지
35.1843058,127.0121106,,N,sjj,,korea/sjj/jndy,사적 304호 담양소쇄원
35.3652183,127.0312995,,N,sjj,,korea/sjj/jndy,사적 353호 담양 금성산성
34.6235608,127.3112133,,N,sjj,,korea/sjj/jngh,사적 519호 고흥 운대리 분청사기 요지
34.5085716,126.8008712,,N,sjj,,korea/sjj/jngj,사적 68호 강진 고려청자 요지
34.5788412,126.7469317,,N,sjj,,korea/sjj/jngj,사적 107호 강진 정약용 유적
34.7204321,126.8170248,,N,sjj,,korea/sjj/jngj,사적 397호 강진 전라병영성
35.1971144,127.5662828,,N,sjj,,korea/sjj/jngr,사적 106호 구례 석주관 칠의사묘
35.1973144,127.5659214,,N,sjj,,korea/sjj/jngr,사적 385호 구례 석주관성
35.2570243,127.4976125,,N,sjj,,korea/sjj/jngr,사적 505호 구례 화엄사
35.0468053,127.6061162,,N,sjj,,korea/sjj/jngy,사적 407호 광양 옥룡사지
34.9665484,127.6194734,,N,sjj,,korea/sjj/jngy,사적 492호 광양 마로산성
34.5510664,126.6224432,,N,sjj,,korea/sjj/jnhn,사적 167호 해남윤씨 녹우당 일원
34.6403048,126.4316539,,N,sjj,,korea/sjj/jnhn,사적 310호 해남 진산리 청자 요지
34.551151,126.6224977,,N,sjj,,korea/sjj/jnhn,사적 432호 해남 윤선도 유적
34.4055578,126.5341215,,N,sjj,,korea/sjj/jnhn,사적 449호 해남 군곡리 패총
34.4763139,126.6168678,,N,sjj,,korea/sjj/jnhn,사적 508호 해남 대흥사
34.592992,126.3043518,,N,sjj,,korea/sjj/jnhn,사적 535호 해남 전라우수영
34.9257484,126.879957,,N,sjj,,korea/sjj/jnhs,사적 312호 화순 운주사지
34.9838822,126.9192097,,N,sjj,,korea/sjj/jnhs,사적 410호 화순 효산리와 대신리 지석묘군
34.8863412,127.0809694,,N,sjj,,korea/sjj/jnhs,사적 485호 화순 쌍산 항일의병 유적
34.5141888,126.3374315,,N,sjj,,korea/sjj/jnjd,사적 126호 진도 용장성
34.3640662,126.165954,,N,sjj,,korea/sjj/jnjd,사적 127호 진도 남도진성
34.6700866,126.895862,,N,sjj,,korea/sjj/jnjh,사적 498호 장흥 석대들 전적
35.3107574,126.7528284,,N,sjj,,korea/sjj/jnjs,사적 242호 장성 필암서원
35.2367399,126.5954458,,N,sjj,,korea/sjj/jnjs,사적 377호 장성 대도리 백자 요지
35.4848384,126.8275373,,N,sjj,,korea/sjj/jnjs,사적 384호 장성 입암산성
35.2882048,126.7492462,,N,sjj,,korea/sjj/jnjs,사적 406호 장성 황룡 전적
34.787503,126.3821449,,N,sjj,,korea/sjj/jnmp,사적 289호 구 목포 일본영사관
34.9122448,126.6472094,,N,sjj,,korea/sjj/jnnj,사적 76호 나주대안리고분군
34.9100491,126.661681,,N,sjj,,korea/sjj/jnnj,사적 77호 나주신촌리고분군
34.9155508,126.6619851,,N,sjj,,korea/sjj/jnnj,사적 78호 나주덕산리고분군
35.0293728,126.7203679,,N,sjj,,korea/sjj/jnnj,사적 337호 나주읍성
34.9960137,126.650061,,N,sjj,,korea/sjj/jnnj,사적 404호 나주 복암리 고분군
34.9846557,126.6745449,,N,sjj,,korea/sjj/jnnj,사적 456호 나주 오량동 요지
34.9204967,126.6624492,,N,sjj,,korea/sjj/jnnj,사적 513호 나주 반남 고분군
34.4005318,126.8596747,,N,sjj,,korea/sjj/jnod,사적 114호 완도 묘당도 이충무공 유적
34.3585645,126.735157,,N,sjj,,korea/sjj/jnod,사적 308호 완도 청해진 유적
34.1628345,126.5562362,,N,sjj,,korea/sjj/jnod,사적 368호 보길도윤선도유적
35.0025891,126.0987026,,N,sjj,,korea/sjj/jnsa,사적 274호 신안 해저유물 매장해역
34.9085665,127.5804285,,N,sjj,,korea/sjj/jnsc,사적 49호 승주신성리성
34.9071209,127.3389484,,N,sjj,,korea/sjj/jnsc,사적 302호 순천 낙안읍성
34.9126124,127.5501218,,N,sjj,,korea/sjj/jnsc,사적 418호 순천 검단산성
34.9130358,127.2668723,,N,sjj,,korea/sjj/jnsc,사적 458호 순천 월평 유적
35.0021628,127.2761693,,N,sjj,,korea/sjj/jnsc,사적 506호 순천 송광사
34.9960451,127.3305367,,N,sjj,,korea/sjj/jnsc,사적 507호 순천 선암사
34.7587928,126.6236853,,N,sjj,,korea/sjj/jnya,사적 338호 영암 구림리 요지
34.7585655,127.7348526,,N,sjj,,korea/sjj/jnys,사적 381호 여수 충민사
34.7549509,127.6632564,,N,sjj,,korea/sjj/jnys,사적 392호 여수 선소유적
34.7831143,127.6600993,,N,sjj,,korea/sjj/jnys,사적 523호 여수 석보
37.6613127,127.0225728,,N,sjj,,korea/sjj/sudb,사적 362호 서울 연산군묘
37.5884889,127.0436281,,N,sjj,,korea/sjj/sudd,사적 361호 서울 영휘원과 숭인원
37.5808503,127.0320465,,N,sjj,,korea/sjj/sudd,사적 436호 서울 선농단
37.4748058,126.9796105,,N,sjj,,korea/sjj/suga,사적 247호 서울 남현동 요지
37.4760297,126.9794929,,N,sjj,,korea/sjj/suga,사적 254호 서울 구 벨기에영사관
37.4461972,126.9145078,,N,sjj,,korea/sjj/sugc,사적 343호 서울 호암산성
37.5606321,127.1303428,,N,sjj,,korea/sjj/sugd,사적 267호 서울 암사동 유적
37.5556393,127.1070164,,N,sjj,,korea/sjj/sugj,사적 234호 아차산성
37.5544541,127.1029396,,N,sjj,,korea/sjj/sugj,사적 455호 아차산 일대 보루군
37.5072936,127.0475585,,N,sjj,,korea/sjj/sugn,사적 199호 서울 선릉과 정릉
37.5747089,126.8402033,,N,sjj,,korea/sjj/sugs,사적 372호 서울 양천고성지
37.5658224,126.9752119,,N,sjj,,korea/sjj/sujg,사적 124호 덕수궁
37.5650441,126.979691,,N,sjj,,korea/sjj/sujg,사적 157호 환구단
37.5591025,126.9674448,,N,sjj,,korea/sjj/sujg,사적 252호 서울 약현성당
37.5679622,126.9726647,,N,sjj,,korea/sjj/sujg,사적 253호 서울 구 러시아공사관
37.5654072,126.9723581,,N,sjj,,korea/sjj/sujg,사적 256호 서울 정동교회
37.5632428,126.987219,,N,sjj,,korea/sjj/sujg,사적 258호 서울 명동성당
37.5625261,126.9797495,,N,sjj,,korea/sjj/sujg,사적 280호 서울 한국은행 본관
37.555858,126.9716942,,N,sjj,,korea/sjj/sujg,사적 284호 구 서울역사
37.5818196,126.9582474,,N,sjj,,korea/sjj/sujr,사적 10호 서울 한양도성
37.578013,126.9769061,,N,sjj,,korea/sjj/sujr,사적 117호 경복궁
37.57563,126.9676357,,N,sjj,,korea/sjj/sujr,사적 121호 사직단
37.5794309,126.9911026,,N,sjj,,korea/sjj/sujr,사적 122호 창덕궁
37.5787372,126.9953216,,N,sjj,,korea/sjj/sujr,사적 123호 창경궁
37.5747549,126.9938864,,N,sjj,,korea/sjj/sujr,사적 125호 종묘
37.5858466,126.9960865,,N,sjj,,korea/sjj/sujr,사적 143호 서울 문묘와 성균관
37.5851177,126.9734749,,N,sjj,,korea/sjj/sujr,사적 149호 서울 육상궁
37.5704333,126.9777172,,N,sjj,,korea/sjj/sujr,사적 171호 서울 고종 어극 40년 칭경기념비
37.5743516,126.9826066,,N,sjj,,korea/sjj/sujr,사적 213호 서울 우정총국
37.5807021,126.9994318,,N,sjj,,korea/sjj/sujr,사적 237호 서울 경모궁지
37.5783768,126.9989107,,N,sjj,,korea/sjj/sujr,사적 248호 서울 대한의원
37.5760168,126.9870515,,N,sjj,,korea/sjj/sujr,사적 257호 서울 운현궁
37.5721568,126.9679408,,N,sjj,,korea/sjj/sujr,사적 271호 경희궁지
37.5799068,127.0028278,,N,sjj,,korea/sjj/sujr,사적 278호 구 서울대학교 본관
37.5790317,127.0036289,,N,sjj,,korea/sjj/sujr,사적 279호 구공업전습소본관
37.5839745,126.9868471,,N,sjj,,korea/sjj/sujr,사적 281호 서울 중앙고등학교 본관
37.5836748,126.986303,,N,sjj,,korea/sjj/sujr,사적 282호 서울 중앙고등학교 서관
37.5837664,126.9874374,,N,sjj,,korea/sjj/sujr,사적 283호 서울 중앙고등학교 동관
37.5783187,126.987116,,N,sjj,,korea/sjj/sujr,사적 296호 서울 관상감 관천대
37.5715157,126.9881806,,N,sjj,,korea/sjj/sujr,사적 354호 서울 탑골공원
37.5789497,126.9836327,,N,sjj,,korea/sjj/sujr,사적 438호 안국동윤보선가
37.5687963,126.9831378,,N,sjj,,korea/sjj/sujr,"사적 461호 서울 청계천 유적(광통교지, 수표교지와 오간수문지)"
37.6004014,126.9663028,,N,sjj,,korea/sjj/sujr,사적 462호 서울부암동백석동천유적
37.5682866,126.9679954,,N,sjj,,korea/sjj/sujr,사적 465호 서울 경교장
37.5782116,127.006327,,N,sjj,,korea/sjj/sujr,사적 497호 서울 이화장
37.5444054,126.9116235,,N,sjj,,korea/sjj/sump,사적 399호 서울 양화나루와 잠두봉 유적
37.6361397,127.0977192,,N,sjj,,korea/sjj/sunu,사적 201호 서울 태릉과 강릉
37.6377842,127.0450613,,N,sjj,,korea/sjj/sunu,사적 440호 서울 초안산 분묘군
37.5935125,126.9994648,,N,sjj,,korea/sjj/susb,사적 83호 서울 선잠단지
37.6081822,127.0100355,,N,sjj,,korea/sjj/susb,사적 110호 성저오리정계석표
37.605597,127.0557404,,N,sjj,,korea/sjj/susb,사적 204호 서울 의릉
37.6021121,127.0061445,,N,sjj,,korea/sjj/susb,사적 208호 서울 정릉
37.5895179,127.0323271,,N,sjj,,korea/sjj/susb,사적 285호 서울 고려대학교 본관
37.5908749,127.0341907,,N,sjj,,korea/sjj/susb,사적 286호 서울 고려대학교 중앙도서관
37.596486,126.9991824,,N,sjj,,korea/sjj/susb,사적 378호 성락원
37.4649192,127.0817853,,N,sjj,,korea/sjj/susc,사적 194호 서울 헌릉과 인릉
37.5723751,126.9595265,,N,sjj,,korea/sjj/susde,사적 32호 서울 독립문
37.572184,126.9595754,,N,sjj,,korea/sjj/susde,사적 33호 서울 영은문 주초
37.5660444,126.9382025,,N,sjj,,korea/sjj/susde,사적 275호 서울 연세대학교 스팀슨관(Stimson Hall)
37.5663734,126.938749,,N,sjj,,korea/sjj/susde,사적 276호 서울 연세대학교 언더우드관(Underwood Hall)
37.565886,126.93901,,N,sjj,,korea/sjj/susde,사적 277호 서울 연세대학교 아펜젤러관(Appenzeller Hall)
37.5745145,126.9559225,,N,sjj,,korea/sjj/susde,사적 324호 서울 구 서대문형무소
37.5536398,127.0459503,,N,sjj,,korea/sjj/susdn,사적 160호 서울 살곶이 다리
37.5394939,127.1204281,,N,sjj,,korea/sjj/susp,사적 11호 서울 풍납동 토성
37.51069,127.1014855,,N,sjj,,korea/sjj/susp,사적 101호 서울 삼전도비
37.5025733,127.102264,,N,sjj,,korea/sjj/susp,사적 243호 서울 석촌동 고분군
37.5077775,127.1187915,,N,sjj,,korea/sjj/susp,사적 270호 서울 방이동 고분군
37.5219148,127.1228459,,N,sjj,,korea/sjj/susp,사적 297호 서울 몽촌토성
37.5342805,126.9541532,,N,sjj,,korea/sjj/suys,사적 255호 용산신학교와원효로성당
37.5454981,126.9601044,,N,sjj,,korea/sjj/suys,사적 330호 서울 효창공원
37.5342787,126.9541698,,N,sjj,,korea/sjj/suys,사적 520호 서울 용산신학교
35.5549844,129.3388555,,N,sjj,,korea/sjj/usjg,사적 9호 울산학성
35.5768562,129.3437991,,N,sjj,,korea/sjj/usjg,사적 320호 울산 경상좌도병영성
35.5763928,129.3366893,,N,sjj,,korea/sjj/usjg,사적 528호 울산 약사동 제방
35.3848051,129.3390423,,N,sjj,,korea/sjj/usuj,사적 54호 서생포성
35.5706716,129.0063882,,N,sjj,,korea/sjj/usuj,사적 129호 울주 천황산 요지
35.5690148,129.1229198,,N,sjj,,korea/sjj/usuj,사적 153호 울주 언양읍성
35.4490078,129.1816795,,N,sjj,,korea/sjj/usuj,사적 332호 울주 검단리 유적
37.5634129,126.9828907,,N,mncj,,mnch/maaemjp,명동맥주페스티벌
37.2393335,131.8681406,,N,msj,aa,korea/msj/dokdo,독도
34.0486985,125.1274017,,N,msj,aa,korea/msj/gagudo,가거도
33.0708729,126.2105905,,N,msj,aa,korea/msj/iedo,이어도
40.018613,126.3330446,,N,msj,aa,korea/msj/myoha,묘향산
36.5492163,128.7745396,,N,msj,8k,korea/jg8/ad8,안동 8경 선어모범
36.5536154,128.7372162,,N,msj,8k,korea/jg8/ad8,안동 8경 귀래조운
36.5618388,128.7094976,,N,msj,8k,korea/jg8/ad8,안동 8경 서악만종
36.5650594,128.7446628,,N,msj,8k,korea/jg8/ad8,안동 8경 임청고탑
36.6638195,128.610748,,N,msj,8k,korea/jg8/ad8,안동 8경 학가귀운
36.6064417,128.7061251,,N,msj,8k,korea/jg8/ad8,안동 8경 연미세우
36.542131,128.556858,,N,msj,8k,korea/jg8/ad8,안동 8경 도산명월
36.7265216,128.8430894,,N,msj,8k,korea/jg8/ad8,안동 8경 하회청풍
37.0265358,127.3975443,,N,msj,8k,korea/jg8/as8,안성 8경 칠장사
37.1460996,127.2586455,,N,msj,8k,korea/jg8/as8,안성 8경 미리내성지
35.6216745,129.0327893,,N,msj,8k,korea/jg8/as8,안성 8경 석남사
37.0332145,127.3088961,,N,msj,8k,korea/jg8/as8,안성 8경 안성맞춤랜드
36.9297549,127.2969838,,N,msj,8k,korea/jg8/as8,안성 8경 서운산
36.997767,127.3363128,,N,msj,8k,korea/jg8/as8,안성 8경 금광호수
37.0820299,127.2820914,,N,msj,8k,korea/jg8/as8,안성 8경 고삼호수
36.9914299,127.1934798,,N,msj,8k,korea/jg8/as8,안성 8경 안성팜랜드
37.4115906,126.9267008,,N,msj,8k,korea/jg8/ay8,안양 8경 관악산 망해암 일몰
37.4344729,126.9361097,,N,msj,8k,korea/jg8/ay8,안양 8경 삼막사 남녀근석
37.3897105,126.9593372,,N,msj,8k,korea/jg8/ay8,안양 8경 평촌중앙공원
37.4142544,126.9118603,,N,msj,8k,korea/jg8/ay8,안양 8경 삼막천 만안교
37.3694814,126.8929781,,N,msj,8k,korea/jg8/ay8,안양 8경 수리산 성지
37.4204209,126.9273146,,N,msj,8k,korea/jg8/ay8,안양 8경 안양예술공원
37.3852654,126.9076452,,N,msj,8k,korea/jg8/ay8,안양 8경 병목안 산림목장 석탑
37.3992328,126.9225377,,N,msj,8k,korea/jg8/ay8,안양 8경 안양1번가
35.1479175,129.1305373,,N,msj,8k,korea/jg8/bs9,부산 9경 광안대교(다이아몬드브리지)
35.1586791,129.1603728,,N,msj,8k,korea/jg8/bs9,부산 9경 해운대 해수욕장
35.0530534,129.0871893,,N,msj,8k,korea/jg8/bs9,부산 9경 태종대
35.1531446,129.1186566,,N,msj,8k,korea/jg8/bs9,부산 9경 광안리 해수욕장
35.1185483,129.1250802,,N,msj,8k,korea/jg8/bs9,부산 9경 이기대
35.1015528,129.0279637,,N,msj,8k,korea/jg8/bs9,부산 9경 국제시장
35.0218668,128.807192,,N,msj,8k,korea/jg8/bs9,부산 9경 거가대교
35.1561523,129.1802058,,N,msj,8k,korea/jg8/bs9,부산 9경 달맞이고개
35.6750653,128.6929401,,N,msj,8k,korea/jg8/cd8,청도 8경 유호연화
35.6360057,128.7237099,,N,msj,8k,korea/jg8/cd8,청도 8경 낙대폭포
35.7485321,128.9569332,,N,msj,8k,korea/jg8/cd8,청도 8경 공암풍벽
35.5678899,128.7730815,,N,msj,8k,korea/jg8/cd8,청도 8경 유천어화
35.6548306,128.6826642,,N,msj,8k,korea/jg8/cd8,청도 8경 자계제월
35.6990858,128.7654584,,N,msj,8k,korea/jg8/cd8,청도 8경 용각모우
35.6914582,128.5574622,,N,msj,8k,korea/jg8/cd8,청도 8경 오산조일
35.6612542,128.9602674,,N,msj,8k,korea/jg8/cd8,청도 8경 운문효종
38.1851035,127.2879131,,N,msj,8k,korea/jg8/cu8,철원 8경 고석정
38.1400926,127.3276591,,N,msj,8k,korea/jg8/cu8,철원 8경 삼부연폭포
38.2096696,127.2657182,,N,msj,8k,korea/jg8/cu8,철원 8경 직탕폭포
38.2399947,127.2190186,,N,msj,8k,korea/jg8/cu8,철원 8경 도피안사
38.1970888,127.4817261,,N,msj,8k,korea/jg8/cu8,철원 8경 매월대폭포
38.2814137,127.2904689,,N,msj,8k,korea/jg8/cu8,철원 8경 토교저수지
38.3008388,127.3031666,,N,msj,8k,korea/jg8/cu8,철원 8경 제2땅굴
38.1753341,127.2978519,,N,msj,8k,korea/jg8/cu8,철원 8경 순담
35.9003067,128.5590546,,N,msj,8k,korea/jg8/dgbg8,대구 북구 8경 하중도
35.8897061,128.6002393,,N,msj,8k,korea/jg8/dgbg8,대구 북구 8경 꽃보라동산
35.9322759,128.568668,,N,msj,8k,korea/jg8/dgbg8,대구 북구 8경 운암지 수변공원
35.8952563,128.5508583,,N,msj,8k,korea/jg8/dgbg8,대구 북구 8경 팔달교 야경
35.9423862,128.5689443,,N,msj,8k,korea/jg8/dgbg8,대구 북구 8경 함지공원
35.8900245,128.611351,,N,msj,8k,korea/jg8/dgbg8,대구 북구 8경 경북대학교 캠퍼스
35.8987777,128.5990125,,N,msj,8k,korea/jg8/dgbg8,대구 북구 8경 구암서원
35.8972615,128.5870823,,N,msj,8k,korea/jg8/dgbg8,대구 북구 8경 침산정
37.0447018,126.5269954,,N,msj,8k,korea/jg8/dja9,당진9경 왜목일출
36.9431726,126.8184781,,N,msj,8k,korea/jg8/dja9,당진9경 서해대교
37.0471827,126.423452,,N,msj,8k,korea/jg8/dja9,당진9경 난지섬해수욕장
36.884046,126.8446959,,N,msj,8k,korea/jg8/dja9,당진9경 제방질주 (방조제)
36.819272,126.7854253,,N,msj,8k,korea/jg8/dja9,당진9경 솔뫼성지
37.01998,126.4612067,,N,msj,8k,korea/jg8/dja9,당진9경 도비도
36.8896854,126.8263641,,N,msj,8k,korea/jg8/dja9,당진9경 함상공원
36.8457547,126.664824,,N,msj,8k,korea/jg8/dja9,당진9경 아미산 (아미망루)
36.8962422,126.694783,,N,msj,8k,korea/jg8/dja9,당진9경 기지시줄다리기박물관
36.2856755,127.3351489,,N,msj,8k,korea/jg8/dju8,대전 8경 구봉산 단풍
36.3855458,127.4393455,,N,msj,8k,korea/jg8/dju8,대전 8경 계족산 노을
36.4391156,127.4666633,,N,msj,8k,korea/jg8/dju8,대전 8경 대청호수
36.2968463,127.42244,,N,msj,8k,korea/jg8/dju8,대전 8경 보문산 녹음
36.2990014,127.4841218,,N,msj,8k,korea/jg8/dju8,대전 8경 식장산 자연생태림
36.3548284,127.34562,,N,msj,8k,korea/jg8/dju8,대전 8경 유성온천
36.3774812,127.3861938,,N,msj,8k,korea/jg8/dju8,대전 8경 엑스포과학공원
36.2166296,127.3395572,,N,msj,8k,korea/jg8/dju8,대전 8경 장태산휴양림
36.9999739,128.3439143,,N,msj,8k,korea/jg8/dya8,단양 8경 도담삼봉
37.0031344,128.3436494,,N,msj,8k,korea/jg8/dya8,단양 8경 석문
36.9412012,128.2478684,,N,msj,8k,korea/jg8/dya8,단양 8경 구담봉
36.9438216,128.2362465,,N,msj,8k,korea/jg8/dya8,단양 8경 옥순봉
36.8943388,128.3402649,,N,msj,8k,korea/jg8/dya8,단양 8경 사인암
36.9081916,128.3091145,,N,msj,8k,korea/jg8/dya8,단양 8경 하선암
36.8804811,128.2980014,,N,msj,8k,korea/jg8/dya8,단양 8경 중선암
36.8725698,128.2908963,,N,msj,8k,korea/jg8/dya8,단양 8경 상선암
37.081039,128.4919335,,N,msj,8k,korea/jg8/dys8,단양 제2팔경 북벽
36.9837946,128.2566674,,N,msj,8k,korea/jg8/dys8,단양 제2팔경 금수산
36.8670976,128.3411114,,N,msj,8k,korea/jg8/dys8,단양 제2팔경 칠성암
37.1048376,128.3577654,,N,msj,8k,korea/jg8/dys8,단양 제2팔경 일광굴
36.9077072,128.4117314,,N,msj,8k,korea/jg8/dys8,단양 제2팔경 죽령폭포
37.0576332,128.4851065,,N,msj,8k,korea/jg8/dys8,단양 제2팔경 단양 온달산성
37.0407014,128.4843565,,N,msj,8k,korea/jg8/dys8,단양 제2팔경 구봉팔문
36.9636053,128.420472,,N,msj,8k,korea/jg8/dys8,단양 제2팔경 다리안산
36.2292268,128.7588554,,N,msj,8k,korea/jg8/esbg8,의성빙계계곡 8경 풍혈
34.7447036,128.6631463,,N,msj,8k,korea/jg8/gej8,거제8경 바람의언덕ㆍ신선대
34.7074833,128.6177771,,N,msj,8k,korea/jg8/gej8,거제8경 여차홍포 전망대
34.7336494,128.6831396,,N,msj,8k,korea/jg8/gej8,거제8경 해금강 
34.7946012,128.7130709,,N,msj,8k,korea/jg8/gej8,거제8경 공곶이
34.8713002,128.6079993,,N,msj,8k,korea/jg8/gej8,거제8경 계룡산
34.7747191,128.6414966,,N,msj,8k,korea/jg8/gej8,거제8경 학동 흑진주몽돌해변
34.7690662,128.7120191,,N,msj,8k,korea/jg8/gej8,거제8경 외도 7경 내도
34.8174842,128.749328,,N,msj,8k,korea/jg8/gej8,거제8경 지심도
35.8338923,129.1760117,,N,msj,8k,korea/jg8/gju8,경주 삼기팔괴 서산모연
35.8327116,129.2190532,,N,msj,8k,korea/jg8/gju8,경주 삼기팔괴 계림황엽
35.860568,129.2007685,,N,msj,8k,korea/jg8/gju8,경주 삼기팔괴 금장낙안
35.8930655,129.2123858,,N,msj,8k,korea/jg8/gju8,경주 삼기팔괴 나원백탑
35.8054143,129.2332072,,N,msj,8k,korea/jg8/gju8,경주 삼기팔괴 남산부석
35.8260072,129.210081,,N,msj,8k,korea/jg8/gju8,경주 삼기팔괴 문천도사
35.8588487,129.2313576,,N,msj,8k,korea/jg8/gju8,경주 삼기팔괴 백률송순
35.789857,129.3319133,,N,msj,8k,korea/jg8/gju8,경주 삼기팔괴 불국영지
35.8344604,129.226638,,N,msj,8k,korea/jg8/gju8,경주 삼기팔괴 압지부평
36.0884855,128.3053114,,N,msj,8k,korea/jg8/gju8,경주 삼기팔괴 금오만하
35.2839009,127.2489907,,N,msj,8k,korea/jg8/gks8,곡성 8경 동악조일
35.2670216,127.2574947,,N,msj,8k,korea/jg8/gks8,곡성 8경 도림효종
35.312623,127.2626044,,N,msj,8k,korea/jg8/gks8,곡성 8경 순강청풍
35.192771,127.3771053,,N,msj,8k,korea/jg8/gks8,곡성 8경 압록귀범
35.1317334,127.3870505,,N,msj,8k,korea/jg8/gks8,곡성 8경 태안두견
35.129469,127.2840062,,N,msj,8k,korea/jg8/gks8,곡성 8경 대황어화
35.2080177,127.2616712,,N,msj,8k,korea/jg8/gks8,곡성 8경 통명숙우
35.3003495,127.102513,,N,msj,8k,korea/jg8/gks8,곡성 8경 설산낙조
38.4021346,128.3780209,,N,msj,8k,korea/jg8/gos8,고성(강원) 8경 건봉사
38.2888192,128.5477936,,N,msj,8k,korea/jg8/gos8,고성(강원) 8경 천학정
38.4650583,128.4328553,,N,msj,8k,korea/jg8/gos8,고성(강원) 8경 화진포
38.2644318,128.5578483,,N,msj,8k,korea/jg8/gos8,고성(강원) 8경 청간정
